feature_path,read_success,error,shape,dtype,count,dim,nan_count,inf_count,zero_vector_count,norm_min,norm_p01,norm_p25,norm_median,norm_p75,norm_p99,norm_max,norm_mean,norm_sd,slide_id,scale
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023828B.h5,True,,"[3791,512]",float32,3791,512,0,0,0,64.77726058960097,71.79445031144037,78.26391642438075,80.2006600798277,82.12135113573925,85.98812547665459,89.4772705359371,80.0280585380013,3.0295319673060566,25023828B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023846B4.h5,True,,"[3119,512]",float32,3119,512,0,0,0,61.1713302829507,69.40553544214724,77.21032489744235,79.11461043642261,81.00243836043876,85.16099268462042,88.25303325485862,78.89804034177759,3.156914082324489,25023846B4,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023935B2.h5,True,,"[1863,512]",float32,1863,512,0,0,0,65.21544299687999,72.2467063642936,79.60782143032714,81.58667259647785,83.30644042390921,86.95656038459545,89.01120885051415,81.30283204064762,3.0008930181035556,25023935B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023961B2.h5,True,,"[622,512]",float32,622,512,0,0,0,65.30390857894729,70.9858248415125,78.12752874977373,80.32707810720123,82.5255276856078,87.13884721817463,88.71995382260903,80.20229836917044,3.4432856022410214,25023961B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25023972B3.h5,True,,"[3897,512]",float32,3897,512,0,0,0,63.53786143420148,70.85222927598834,77.83962084638894,80.12590833675557,82.12524622023986,86.23500897512271,89.01475129952509,79.86404680155765,3.266311509303823,25023972B3,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024254B2.h5,True,,"[1785,512]",float32,1785,512,0,0,0,68.82895294348917,73.06872791334523,79.44856913264049,81.72391705972157,83.53816803734786,87.33719058154233,89.18554779225316,81.36403770981755,3.147233399838534,25024254B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024433B2.h5,True,,"[2336,512]",float32,2336,512,0,0,0,62.51800063417347,71.53354258051739,77.9832298249993,79.968062399462,82.0429107301139,86.8957630214719,88.4206528455507,79.93439179536584,3.13271583087879,25024433B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024695B2.h5,True,,"[1743,512]",float32,1743,512,0,0,0,64.80044293490421,70.43344107711,76.90354280788027,79.88606955626433,82.71923925165416,87.19205084368845,89.07939362242767,79.7746351357993,3.9447432680315777,25024695B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024765B2.h5,True,,"[5583,512]",float32,5583,512,0,0,0,60.37514296148117,71.49034643076047,80.09587005962914,82.91079780057929,85.37182668998763,89.1436211861221,90.95684647564582,82.4622097262032,3.90793298029125,25024765B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024855B4.h5,True,,"[1867,512]",float32,1867,512,0,0,0,64.15484582195023,68.23940393028744,77.12491008275491,79.488574438646,81.41747644989536,85.11186358954764,89.26500714818911,78.93639803690493,3.567352443927242,25024855B4,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024875B2.h5,True,,"[1097,512]",float32,1097,512,0,0,0,62.89126755997193,70.278605824801,77.45678617418766,79.33266911988588,81.29753109100115,85.15216103795011,86.20695544307084,79.1364391495607,3.0364291811009587,25024875B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25024982B1.h5,True,,"[2477,512]",float32,2477,512,0,0,0,65.26921383730782,71.48778657860449,78.8455051381405,81.05174373067754,83.07015530513002,87.11481617765573,88.6811748698458,80.81817997639116,3.239091686849317,25024982B1,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025076B.h5,True,,"[3951,512]",float32,3951,512,0,0,0,66.4803221751613,72.83505830696565,79.39486875634162,81.04261354816691,82.63507008437992,86.22585019369147,88.31754607010461,80.85460566157427,2.6692045044312387,25025076B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025087B.h5,True,,"[2204,512]",float32,2204,512,0,0,0,64.35413026078794,70.12475636934126,78.47903801142212,80.40269960790356,82.09481729601596,86.20501676057047,88.55613518253867,80.04927102583547,3.148706045270216,25025087B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025097B.h5,True,,"[3783,512]",float32,3783,512,0,0,0,61.96024575890567,71.60540104458688,78.63489571430003,81.02719707471574,83.57700909272954,87.91084392338577,89.7604430533687,81.0300531648645,3.5215081205597336,25025097B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025291B.h5,True,,"[3428,512]",float32,3428,512,0,0,0,64.30751967859256,71.90259668982235,79.92277846312356,82.14950259999472,84.09918648445124,88.15725629531349,89.84261178804576,81.78923736165045,3.340619026645563,25025291B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025293B2.h5,True,,"[2659,512]",float32,2659,512,0,0,0,61.66823039246152,70.81920775957983,78.05634770375303,79.88074674467303,81.61461973690072,86.08965062616716,87.99298574664107,79.66578256662808,3.030776764980819,25025293B2,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025567B4.h5,True,,"[1402,512]",float32,1402,512,0,0,0,62.081442872520164,70.97216214141869,78.12191976908326,79.89531033782607,81.75645230698093,85.73636778015843,87.8156010140495,79.82727071104783,2.930723724950907,25025567B4,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025569B.h5,True,,"[628,512]",float32,628,512,0,0,0,66.1874260060818,69.72654120897325,78.72657312969626,80.94861789253893,82.45191427902263,85.63660130176247,87.50446456884647,80.25884574738956,3.306379550333241,25025569B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025616B.h5,True,,"[1913,512]",float32,1913,512,0,0,0,62.45249064407673,70.4214476730154,79.13355887105124,81.38488371569635,83.38299508510357,87.36384831078182,90.30818155572352,81.05492103871524,3.358701880260859,25025616B,20x
/private/ljh-data/shared/ViLMIL_NEW/ViLa-MIL-main/data/yiyuan/features_biomedclip_20x/25025951B.h5,True,,"[3887,512]",float32,3887,512,0,0,0,66.27998302012038,71.95407608176383,79.6194641050266,81.83730186266872,83.97861564195483,87.7139879795806,89.77803503811244,81.59623723328856,3.275266041473409,25025951B,20x
