slide_id,low_count,high_count,edges,low_with_child_count,low_child_count_mean,low_child_count_median,high_with_parent_count,unmapped_high_count,high_parent_coverage,low_child_coverage,padding_low_gt50_count,padding_high_gt50_count
25025096B2,330,4868,7045,330,21.348484848484848,24.0,4826,42,0.9913722267871816,1.0,0,0
25025102B2,401,5777,8193,401,20.43142144638404,24.0,5593,184,0.9681495585944262,1.0,0,0
25025109B2,359,5272,9335,359,26.002785515320333,30.0,5206,66,0.9874810318664643,1.0,1,5
25025240B,146,2110,4390,146,30.068493150684933,34.0,2090,20,0.990521327014218,1.0,0,0
25025245B2,247,3596,7392,247,29.927125506072876,35.0,3537,59,0.9835928809788654,1.0,0,0
25025251B,206,2941,6032,206,29.281553398058254,32.0,2908,33,0.9887793267596056,1.0,0,0
25025262B2,196,2904,5177,196,26.413265306122447,30.0,2884,20,0.9931129476584022,1.0,0,0
25025297B,310,4651,9994,310,32.23870967741936,36.0,4646,5,0.9989249623736831,1.0,0,0
25025298B2,386,5726,12284,386,31.82383419689119,36.0,5702,24,0.9958085923856095,1.0,0,0
25025506B,218,3046,5099,218,23.389908256880734,25.5,2968,78,0.9743926460932371,1.0,0,0
25025509B2,229,3442,7158,229,31.25764192139738,36.0,3417,25,0.9927367809413132,1.0,0,0
25025510B1,336,5062,10820,336,32.20238095238095,36.0,5044,18,0.9964440932437771,1.0,0,0
25025510B3,325,4841,10393,325,31.978461538461538,36.0,4829,12,0.9975211733112993,1.0,0,2
25025567B3,287,4188,8984,287,31.303135888501743,36.0,4174,14,0.9966571155682904,1.0,0,0
25025570B2,422,6303,13494,422,31.976303317535546,36.0,6279,24,0.9961922893860067,1.0,0,0
25025575B2,385,5776,12472,385,32.394805194805194,36.0,5757,19,0.9967105263157895,1.0,0,0
25025602B2,506,7540,16164,506,31.944664031620555,36.0,7492,48,0.9936339522546419,1.0,0,1
25025675B2,310,4414,9222,310,29.748387096774195,35.0,4357,57,0.9870865428183054,1.0,0,0
25025788B2,445,6674,11913,445,26.77078651685393,30.0,6594,80,0.9880131854959544,1.0,0,0
25025953B2,410,5950,12411,410,30.270731707317072,35.0,5836,114,0.9808403361344538,1.0,0,1
25025960B2,195,2649,4988,195,25.57948717948718,26.0,2540,109,0.9588523971309928,1.0,0,0
25026075B2,196,2883,6212,196,31.693877551020407,36.0,2883,0,1.0,1.0,0,0
25026081B2,240,3397,7317,240,30.4875,36.0,3394,3,0.9991168678245511,1.0,0,0
25026103B3,174,2557,5198,174,29.873563218390803,34.0,2520,37,0.9855299178725069,1.0,0,0
25026163B,336,4868,10093,336,30.038690476190474,33.0,4824,44,0.9909613804437141,1.0,0,0
25026180B2,415,6279,9488,415,22.862650602409637,25.0,6216,63,0.9899665551839465,1.0,0,0
25026254B2,379,5696,12118,379,31.973614775725594,36.0,5676,20,0.9964887640449438,1.0,2,25
25026291B2,450,6838,12054,450,26.786666666666665,30.0,6742,96,0.9859608072535829,1.0,0,0
25026669B2,233,3176,5939,233,25.489270386266096,26.0,3041,135,0.9574937027707808,1.0,1,1
25026740B2,333,4969,8459,333,25.4024024024024,29.0,4822,147,0.9704165828134433,1.0,0,0
25026798B2,410,5921,10101,410,24.63658536585366,29.0,5708,213,0.9640263469008613,1.0,0,0
25027122B2,247,3580,6355,247,25.728744939271255,30.0,3552,28,0.9921787709497206,1.0,0,0
25027135B3,196,2843,5940,196,30.306122448979593,34.5,2796,47,0.9834681674287724,1.0,0,0
25027167B2,239,3488,7486,239,31.322175732217573,36.0,3480,8,0.9977064220183486,1.0,0,0
25027290B2,420,6087,10891,420,25.93095238095238,30.0,6027,60,0.9901429275505175,1.0,0,0
25012148B3,239,3493,7041,239,29.460251046025103,34.0,3414,79,0.977383338104781,1.0,0,0
25017073B2,148,2194,3058,148,20.66216216216216,22.0,2154,40,0.9817684594348223,1.0,0,0
25018584B,246,3393,3995,246,16.239837398373982,19.0,3261,132,0.9610963748894783,1.0,0,0
25018592B,98,1359,2337,98,23.846938775510203,27.0,1336,23,0.9830757910228108,1.0,0,0
2490526B3,201,2774,3822,201,19.01492537313433,22.0,2697,77,0.9722422494592646,1.0,0,0
2490547B2,189,2521,4861,189,25.719576719576718,27.0,2429,92,0.9635065450218168,1.0,0,0
2490750B4,79,1097,2194,79,27.772151898734176,30.0,1087,10,0.9908842297174111,1.0,0,0
2490820B2,133,1812,2675,133,20.112781954887218,23.0,1780,32,0.9823399558498896,1.0,0,0
2490820B3,134,1844,3255,134,24.291044776119403,27.0,1829,15,0.9918655097613883,1.0,0,0
2490837B2,209,2909,5867,209,28.071770334928228,32.0,2875,34,0.9883121347542111,1.0,0,0
2490844B1,265,3668,7691,265,29.022641509433964,34.0,3627,41,0.9888222464558343,1.0,0,0
2490860B2,291,4208,9020,291,30.99656357388316,36.0,4199,9,0.997861216730038,1.0,0,0
2490963B2,258,3611,6321,258,24.5,28.0,3567,44,0.9878150096926059,1.0,0,0
2490964B2,113,1439,1890,113,16.72566371681416,17.0,1314,125,0.9131341209173037,1.0,0,0
2490972B8,191,2801,5671,191,29.691099476439792,33.0,2751,50,0.9821492324169939,1.0,0,0
2490978B2,138,1934,2808,138,20.347826086956523,24.0,1923,11,0.9943123061013444,1.0,0,0
2491131B2,264,3875,8143,264,30.84469696969697,35.0,3846,29,0.992516129032258,1.0,0,0
2491191B2,223,3305,6884,223,30.869955156950674,35.0,3256,49,0.9851739788199697,1.0,0,0
2491191B3,315,4558,8205,315,26.047619047619047,30.0,4528,30,0.9934181658622203,1.0,0,0
2491226B2,193,2680,5291,193,27.414507772020727,30.0,2639,41,0.9847014925373134,1.0,0,0
2491275B2,214,3062,6121,214,28.602803738317757,31.0,3020,42,0.9862834748530372,1.0,0,0
2491560B2,128,1611,2855,128,22.3046875,22.5,1537,74,0.9540657976412167,1.0,0,0
25001929B3,179,2411,4820,179,26.92737430167598,28.0,2379,32,0.9867274989630859,1.0,1,0
25001939B2,241,3385,7129,241,29.58091286307054,33.0,3371,14,0.995864106351551,1.0,0,0
25001965B2,150,2014,3558,150,23.72,28.0,1998,16,0.9920556107249255,1.0,0,0
25001966B2,259,3708,5280,259,20.386100386100384,24.0,3645,63,0.9830097087378641,1.0,0,0
25002073B3,172,2331,4844,172,28.162790697674417,31.5,2309,22,0.9905619905619906,1.0,0,0
25002238B,343,4907,10481,343,30.556851311953352,36.0,4872,35,0.992867332382311,1.0,0,0
25002328B2,87,1120,1863,87,21.413793103448278,23.0,1103,17,0.9848214285714286,1.0,0,0
25002329B2,252,3519,7369,252,29.24206349206349,33.0,3475,44,0.9874964478545041,1.0,0,0
25002366B6,246,3546,5948,246,24.178861788617887,28.0,3426,120,0.9661590524534687,1.0,0,0
25002388B2,109,1373,2732,109,25.06422018348624,27.0,1361,12,0.9912600145666424,1.0,0,0
25002391B2,220,3101,6556,220,29.8,35.0,3077,24,0.9922605611093196,1.0,0,0
25002472B2,363,5416,11642,363,32.07162534435262,36.0,5403,13,0.9975997045790251,1.0,0,0
25002496B2,109,1437,2453,109,22.504587155963304,24.0,1426,11,0.9923451635351427,1.0,0,0
25002504B2,346,5058,8767,346,25.338150289017342,30.0,4954,104,0.9794385132463425,1.0,0,0
25002663B5,341,5073,10820,341,31.730205278592376,36.0,5053,20,0.9960575596294106,1.0,0,1
25002744B2,195,2776,4935,195,25.307692307692307,29.0,2736,40,0.9855907780979827,1.0,0,0
25002788B2,211,3013,5355,211,25.379146919431278,29.0,2979,34,0.9887155658811816,1.0,0,0
25002789B2,249,3576,7571,249,30.40562248995984,35.0,3565,11,0.9969239373601789,1.0,0,2
25002801B1,168,2401,4949,168,29.458333333333332,33.0,2380,21,0.9912536443148688,1.0,0,0
25002804B2,333,4763,10143,333,30.45945945945946,34.0,4738,25,0.9947512072223389,1.0,0,0
25002897B2,177,2569,4410,177,24.915254237288135,28.0,2517,52,0.979758660957571,1.0,0,0
25002898B2,105,1484,2099,105,19.99047619047619,21.0,1437,47,0.9683288409703504,1.0,0,0
25002906B2,186,2697,5648,186,30.365591397849464,35.0,2677,20,0.992584352984798,1.0,0,0
25002907B3,189,2681,5650,189,29.894179894179896,34.0,2661,20,0.9925400969787392,1.0,0,0
25003038B2,392,5702,12030,392,30.68877551020408,36.0,5628,74,0.9870220975096458,1.0,0,0
25009124B2,223,3331,5593,223,25.080717488789237,29.0,3210,121,0.9636745722005404,1.0,0,2
25009148B3,176,2470,3425,176,19.460227272727273,21.5,2387,83,0.9663967611336033,1.0,0,0
25009148B4,124,1748,2518,124,20.306451612903224,23.0,1697,51,0.9708237986270023,1.0,0,0
25009294B2,210,3106,6183,210,29.442857142857143,32.5,3008,98,0.9684481648422408,1.0,0,0
25009297B,344,5102,11140,344,32.383720930232556,36.0,5091,11,0.997843982751862,1.0,0,0
25009367B2,252,3738,7750,252,30.753968253968253,35.0,3692,46,0.9876939539860888,1.0,0,0
25009529B2,170,2464,4147,170,24.394117647058824,26.5,2389,75,0.9695616883116883,1.0,0,0
25009539B3,222,3086,5218,222,23.504504504504503,25.0,2986,100,0.9675955930006481,1.0,0,0
25009578B4,287,4092,8345,287,29.076655052264808,32.0,4005,87,0.9787390029325513,1.0,0,0
25009747B,293,4150,7142,293,24.37542662116041,27.0,4049,101,0.9756626506024096,1.0,0,0
25009756B2,236,3381,6433,236,27.258474576271187,29.0,3256,125,0.9630286897367643,1.0,0,0
25015064B,74,1022,1788,74,24.16216216216216,28.0,1014,8,0.9921722113502935,1.0,0,0
2460615-B4,157,2071,4117,157,26.222929936305732,28.0,2035,36,0.9826170931916949,1.0,0,0
2460943-B3,98,1349,2581,98,26.336734693877553,27.0,1322,27,0.9799851742031134,1.0,0,0
2462468-B2,197,2686,4670,197,23.705583756345177,24.0,2492,194,0.9277736411020104,1.0,0,0
2462609-B2,61,821,1507,61,24.704918032786885,26.0,792,29,0.9646772228989038,1.0,0,0
2462939-B,99,1451,2805,99,28.333333333333332,32.0,1425,26,0.9820813232253618,1.0,0,0
2463367-B2,301,4380,7625,301,25.33222591362126,29.0,4297,83,0.9810502283105023,1.0,0,0
2476286-B2,302,4315,6080,302,20.132450331125828,23.0,4217,98,0.9772885283893396,1.0,0,0
2476299-B2,227,3089,6601,227,29.079295154185022,34.0,3080,9,0.9970864357397216,1.0,0,0
2476693-B3,220,3003,5874,220,26.7,29.0,2884,119,0.9603729603729604,1.0,0,0
2477926-B4,156,2143,4333,156,27.775641025641026,30.0,2114,29,0.9864675688287448,1.0,0,1
2482111-B2,424,6180,13092,424,30.87735849056604,35.0,6145,35,0.9943365695792881,1.0,2,0
2482883-B2,390,5651,8325,390,21.346153846153847,25.0,5512,139,0.9754025836135197,1.0,0,0
2483073-B3,231,3203,6204,231,26.857142857142858,28.0,3149,54,0.9831408054948486,1.0,0,0
2483850-B2,163,2419,4917,163,30.165644171779142,34.0,2367,52,0.9785035138486978,1.0,0,0
2484660-B2,201,2946,6258,201,31.134328358208954,35.0,2940,6,0.9979633401221996,1.0,0,0
2484791-B2,206,2771,5237,206,25.42233009708738,26.0,2649,122,0.9559725730783111,1.0,0,0
2484862-B3,236,3317,6790,236,28.771186440677965,32.0,3247,70,0.9788965933072054,1.0,0,0
2485164-B2,146,2004,3764,146,25.78082191780822,26.0,1923,81,0.9595808383233533,1.0,0,0
2485276-B3,147,1711,2907,147,19.775510204081634,20.0,1561,150,0.9123319696084161,1.0,0,0
2485473-B2,263,3743,7734,263,29.40684410646388,32.0,3702,41,0.9890462196099385,1.0,0,0
2485536-B2,192,2655,5237,192,27.276041666666668,29.0,2573,82,0.9691148775894539,1.0,0,0
2485632-B,149,2029,3433,149,23.040268456375838,25.0,1961,68,0.9664859536717595,1.0,0,0
2486102-B2,77,984,1472,77,19.116883116883116,19.0,831,153,0.8445121951219512,1.0,0,0
2487043-B,109,1513,2353,109,21.587155963302752,23.0,1380,133,0.9120951751487112,1.0,0,0
2487053-B2,202,2933,5930,202,29.356435643564357,32.0,2894,39,0.9867030344357314,1.0,0,0
2487063-B2,121,1409,2578,121,21.305785123966942,21.0,1359,50,0.964513839602555,1.0,1,0
2487518-B,91,1281,1483,91,16.296703296703296,18.0,1220,61,0.9523809523809523,1.0,0,0
2487567-B2,103,1480,2926,103,28.40776699029126,31.0,1454,26,0.9824324324324324,1.0,0,0
2488040-B,256,3714,6174,256,24.1171875,26.0,3590,124,0.96661281637049,1.0,0,0
2488302-B2,244,3415,7156,244,29.327868852459016,34.0,3373,42,0.987701317715959,1.0,0,0
2488335-B,358,5092,10493,357,29.310055865921786,35.0,5037,55,0.9891987431264729,0.9972067039106145,5,0
2488960-B2,221,3331,5856,221,26.497737556561084,30.0,3274,57,0.9828880216151306,1.0,0,0
2488987-B2,262,3617,6971,262,26.606870229007633,28.0,3509,108,0.9701410008294167,1.0,2,0
25012737B4,122,1619,3162,122,25.918032786885245,26.0,1597,22,0.9864113650401483,1.0,0,0
25013062B2,99,1277,2521,99,25.464646464646464,27.0,1245,32,0.9749412685982772,1.0,0,0
25013189B4,119,1672,2102,119,17.66386554621849,18.0,1522,150,0.9102870813397129,1.0,0,0
25013629B6,375,5266,9619,375,25.650666666666666,27.0,5017,249,0.9527155336118496,1.0,0,0
25013977B2,340,5069,10556,340,31.04705882352941,36.0,4985,84,0.9834286841586112,1.0,0,0
25014298B2,83,1181,2202,83,26.53012048192771,29.0,1118,63,0.9466553767993227,1.0,0,0
25014627B3,147,1862,3412,147,23.210884353741495,22.0,1744,118,0.9366272824919442,1.0,0,0
25015052B3,280,4110,8198,280,29.27857142857143,33.0,4033,77,0.9812652068126521,1.0,0,0
25015191B2,201,2780,5386,201,26.796019900497512,29.0,2692,88,0.9683453237410072,1.0,0,0
25015191B3,149,2172,4315,149,28.959731543624162,32.0,2143,29,0.9866482504604052,1.0,0,0
25015215B2,145,1991,2580,145,17.79310344827586,19.0,1838,153,0.9231541938724259,1.0,0,0
25015421B3,302,4479,9630,302,31.887417218543046,36.0,4466,13,0.9970975664210762,1.0,0,0
25015471B,388,5827,11964,388,30.835051546391753,35.0,5708,119,0.9795778273554144,1.0,0,0
25015496B,99,1195,2138,99,21.595959595959595,21.0,1118,77,0.9355648535564853,1.0,0,0
25015594B2,162,2247,4568,162,28.19753086419753,30.0,2229,18,0.9919893190921228,1.0,0,0
25015608B2,206,2952,6219,206,30.189320388349515,34.0,2927,25,0.9915311653116531,1.0,0,0
25015640B3,144,1971,3628,144,25.194444444444443,26.0,1870,101,0.9487569761542364,1.0,0,0
25015640B5,126,1768,3370,126,26.746031746031747,29.0,1709,59,0.9666289592760181,1.0,0,0
25015784B2,51,658,1181,51,23.15686274509804,24.0,625,33,0.9498480243161094,1.0,0,0
25015798B2,36,432,725,36,20.13888888888889,20.0,406,26,0.9398148148148148,1.0,0,0
25015867B2,173,2343,3897,173,22.526011560693643,24.0,2220,123,0.9475032010243278,1.0,0,0
25016027B,172,2444,4748,172,27.6046511627907,30.0,2370,74,0.969721767594108,1.0,0,0
25016031B2,240,3474,6108,240,25.45,29.0,3413,61,0.9824409902130109,1.0,0,0
25016827B2,277,3978,6973,277,25.173285198555956,28.0,3912,66,0.9834087481146304,1.0,0,0
25017341B3,119,1641,3198,119,26.873949579831933,28.0,1615,26,0.9841560024375381,1.0,0,0
25017342B2,133,1906,3270,133,24.586466165413533,29.0,1864,42,0.9779643231899265,1.0,0,0
25017355B4,142,1808,3536,142,24.901408450704224,24.5,1773,35,0.980641592920354,1.0,0,0
25017499B,42,597,1193,42,28.404761904761905,29.0,597,0,1.0,1.0,0,0
25017500B,36,489,679,36,18.86111111111111,20.0,486,3,0.9938650306748467,1.0,0,0
25017592B3,97,1178,1875,97,19.329896907216494,19.0,1130,48,0.9592529711375212,1.0,0,0
25017730B2,153,2270,2957,153,19.326797385620914,23.0,2088,182,0.9198237885462555,1.0,0,0
25017739B2,281,4162,8659,281,30.814946619217082,35.0,4113,49,0.9882268140317155,1.0,0,0
25017923B,119,1532,2979,119,25.03361344537815,25.0,1491,41,0.9732375979112271,1.0,0,0
25017930B,115,1492,3038,115,26.417391304347827,27.0,1473,19,0.9872654155495979,1.0,0,0
25018478B2,229,3256,6861,229,29.96069868995633,34.0,3223,33,0.9898648648648649,1.0,0,0
25018956B3,108,1526,2667,108,24.694444444444443,27.0,1515,11,0.9927916120576671,1.0,0,0
25019094B8,265,3900,6770,265,25.547169811320753,29.0,3851,49,0.9874358974358974,1.0,0,0
25019273B,379,5410,11589,379,30.5778364116095,36.0,5381,29,0.9946395563770795,1.0,0,0
25019294B1,35,453,893,35,25.514285714285716,25.0,449,4,0.9911699779249448,1.0,0,0
25019294B2,38,464,933,38,24.55263157894737,25.0,464,0,1.0,1.0,0,0
25019335B6,150,1992,2363,150,15.753333333333334,18.0,1938,54,0.9728915662650602,1.0,0,0
25019339B2,227,3354,7175,227,31.6079295154185,36.0,3351,3,0.9991055456171736,1.0,0,0
25019339B3,211,3018,6359,211,30.137440758293838,35.0,3010,8,0.9973492379058979,1.0,0,0
25019474B2,251,3619,7613,251,30.330677290836654,35.0,3603,16,0.9955788891959104,1.0,0,0
25019503B,109,1589,2253,109,20.6697247706422,23.0,1538,51,0.9679043423536816,1.0,0,0
25019629B2,166,2187,4384,166,26.40963855421687,27.0,2153,34,0.984453589391861,1.0,0,0
25019675B2,172,2526,4386,172,25.5,29.0,2489,37,0.9853523357086302,1.0,0,0
25019705B2,276,4073,5919,276,21.445652173913043,24.0,4036,37,0.9909157868892708,1.0,0,0
25020232B,341,4933,8684,341,25.466275659824046,30.0,4844,89,0.9819582404216501,1.0,0,0
25020353B2,94,1279,1729,94,18.393617021276597,20.0,1228,51,0.9601250977326036,1.0,0,0
25020556B4,152,2208,3154,152,20.75,24.0,2119,89,0.9596920289855072,1.0,0,0
25020714B4,340,4936,10477,340,30.814705882352943,36.0,4899,37,0.9925040518638574,1.0,0,0
25020799B3,324,4645,9488,324,29.28395061728395,33.0,4575,70,0.984930032292788,1.0,0,0
25020799B5,282,3920,6617,282,23.4645390070922,25.5,3796,124,0.9683673469387755,1.0,0,0
25021196B2,120,1453,2794,120,23.283333333333335,22.0,1431,22,0.9848589125946318,1.0,0,0
25021277B3,121,1635,2205,121,18.223140495867767,19.0,1566,69,0.9577981651376147,1.0,0,0
25021277B4,89,1059,1633,89,18.348314606741575,18.0,1008,51,0.9518413597733711,1.0,0,0
25021421B2,337,4940,8663,337,25.706231454005934,29.0,4849,91,0.9815789473684211,1.0,0,0
25021487B,240,3366,6955,240,28.979166666666668,33.0,3335,31,0.9907902554961379,1.0,0,0
25021555B2,56,654,872,56,15.571428571428571,17.0,629,25,0.9617737003058104,1.0,0,0
25021558B2,79,1047,2054,79,26.0,26.0,1036,11,0.9894937917860553,1.0,0,0
25021665B2,167,1990,3165,167,18.952095808383234,18.0,1781,209,0.8949748743718593,1.0,0,0
25021665B3,242,2896,5134,242,21.214876033057852,22.0,2852,44,0.9848066298342542,1.0,0,0
25021672B,73,987,1886,73,25.835616438356166,26.0,958,29,0.9706180344478217,1.0,0,0
25021735B5,156,2142,3755,156,24.07051282051282,27.5,2116,26,0.9878618113912232,1.0,0,0
25021890B4,106,1454,2737,106,25.82075471698113,27.0,1418,36,0.9752407152682255,1.0,0,0
25021890B6,284,3970,6982,284,24.58450704225352,27.0,3925,45,0.9886649874055415,1.0,0,0
25021922B2,423,6173,12886,423,30.46335697399527,34.0,6107,66,0.9893082779847724,1.0,0,0
25022013B,169,2339,4014,168,23.75147928994083,26.0,2291,48,0.9794784095767421,0.9940828402366864,0,0
25022344B2,419,6174,10943,419,26.116945107398568,30.0,6116,58,0.9906057661159702,1.0,0,0
25022458B2,327,4696,10150,327,31.039755351681958,36.0,4690,6,0.9987223168654173,1.0,0,0
25022584B2,210,2946,4727,210,22.50952380952381,24.0,2819,127,0.9568906992532247,1.0,1,0
25022584B3,80,1145,1945,80,24.3125,25.0,1074,71,0.9379912663755459,1.0,0,1
25022613B2,115,1531,2647,115,23.017391304347825,25.0,1491,40,0.9738732854343566,1.0,0,0
25023174B2,120,1416,2113,120,17.608333333333334,17.5,1286,130,0.9081920903954802,1.0,0,0
25023327B3,38,510,967,38,25.44736842105263,24.5,505,5,0.9901960784313726,1.0,0,0
25023687B3,88,1213,2218,88,25.204545454545453,25.0,1167,46,0.9620774938169827,1.0,0,0
25023687B4,64,882,1186,64,18.53125,21.0,830,52,0.9410430839002267,1.0,0,0
25023828B,256,3791,7835,256,30.60546875,36.0,3741,50,0.9868108678448958,1.0,1,0
25023846B4,211,3119,5836,211,27.658767772511847,30.0,3006,113,0.9637704392433473,1.0,0,0
25023935B2,130,1863,3337,130,25.66923076923077,30.0,1855,8,0.9957058507783145,1.0,0,0
25023961B2,49,622,1010,49,20.612244897959183,20.0,556,66,0.8938906752411575,1.0,0,0
25023972B3,267,3897,5426,267,20.322097378277153,23.0,3797,100,0.9743392353092122,1.0,0,0
25024254B2,135,1785,1928,135,14.281481481481482,14.0,1499,286,0.8397759103641457,1.0,0,0
25024433B2,177,2336,4686,177,26.47457627118644,28.0,2294,42,0.9820205479452054,1.0,0,0
25024695B2,124,1743,3630,124,29.274193548387096,32.0,1733,10,0.9942627653471027,1.0,0,0
25024765B2,375,5583,10146,375,27.056,30.0,5556,27,0.9951638903815153,1.0,0,0
25024855B4,157,1867,3410,157,21.719745222929937,21.0,1813,54,0.9710765934654526,1.0,0,0
25024875B2,76,1097,2036,76,26.789473684210527,28.0,1071,26,0.9762989972652689,1.0,0,0
25024982B1,173,2477,5005,173,28.930635838150287,32.0,2452,25,0.9899071457408155,1.0,0,0
25025076B,270,3951,8522,270,31.562962962962963,36.0,3949,2,0.9994937990382182,1.0,0,0
25025087B,170,2204,4134,170,24.31764705882353,24.0,2149,55,0.9750453720508166,1.0,0,0
25025097B,261,3783,7762,261,29.739463601532567,34.0,3727,56,0.985196933650542,1.0,0,0
25025291B,238,3428,7436,238,31.243697478991596,36.0,3427,1,0.999708284714119,1.0,2,4
25025293B2,203,2659,4671,203,23.00985221674877,25.0,2632,27,0.9898458066942459,1.0,0,0
25025567B4,105,1402,2912,105,27.733333333333334,31.0,1393,9,0.9935805991440799,1.0,0,0
25025569B,51,628,850,51,16.666666666666668,17.0,608,20,0.9681528662420382,1.0,0,0
25025616B,136,1913,3885,136,28.566176470588236,33.5,1874,39,0.9796131730266597,1.0,0,0
25025951B,265,3887,8000,265,30.18867924528302,33.0,3837,50,0.9871366092101878,1.0,0,0
25025954B3,40,435,724,40,18.1,18.0,415,20,0.9540229885057471,1.0,0,0
25025975B2,154,2129,4111,154,26.694805194805195,29.0,2089,40,0.9812118365429779,1.0,0,0
25026103B2,213,3274,6788,213,31.868544600938968,36.0,3246,28,0.9914477703115455,1.0,0,0
25026144B2,282,4093,8361,282,29.648936170212767,32.0,4036,57,0.9860737845101393,1.0,0,0
25026144B3,252,3365,6751,252,26.78968253968254,27.0,3319,46,0.986329866270431,1.0,0,0
25026285B2,368,5526,11624,368,31.58695652173913,36.0,5487,39,0.992942453854506,1.0,0,0
25026294B3,416,5954,12409,416,29.829326923076923,34.0,5902,52,0.9912663755458515,1.0,0,0
25026499B3,296,4304,8457,296,28.570945945945947,30.0,4230,74,0.9828066914498141,1.0,0,0
25026509B,202,2939,4275,202,21.163366336633665,23.0,2885,54,0.9816264035386186,1.0,0,0
25026752B,148,2142,3419,148,23.10135135135135,25.0,2050,92,0.9570494864612512,1.0,0,0
25026782B3,205,2791,5553,205,27.08780487804878,30.0,2697,94,0.966320315299176,1.0,0,0
25026797B2,76,1002,1452,76,19.105263157894736,20.0,896,106,0.8942115768463074,1.0,0,0
25027131B2,315,4565,5418,315,17.2,20.0,4411,154,0.9662650602409638,1.0,0,0
25027181B2,135,1769,3422,135,25.348148148148148,27.0,1737,32,0.9819106840022611,1.0,0,0
25027181B3,185,2519,4351,185,23.518918918918917,26.0,2446,73,0.9710202461294164,1.0,0,0
25027181B4,406,6197,8878,406,21.866995073891626,24.0,6074,123,0.9801516862998225,1.0,0,0
25027181B5,316,4677,6683,316,21.14873417721519,24.0,4608,69,0.9852469531751122,1.0,0,0
25027181B6,145,2130,4339,145,29.924137931034483,32.0,2116,14,0.9934272300469483,1.0,0,0
25027193B,295,4317,9042,295,30.65084745762712,36.0,4266,51,0.9881862404447533,1.0,0,0
2490980B,394,5912,12296,394,31.20812182741117,36.0,5828,84,0.9857916102841678,1.0,0,2
2491552B,117,1488,2039,117,17.427350427350426,19.0,1351,137,0.9079301075268817,1.0,3,8
2491579B,269,3882,7933,269,29.490706319702603,33.0,3800,82,0.9788768675940237,1.0,0,0
25002379B2,177,2523,5404,177,30.531073446327685,36.0,2511,12,0.995243757431629,1.0,0,0
25002510B2,185,2072,3069,185,16.589189189189188,16.0,1913,159,0.9232625482625483,1.0,0,0
25009557B,153,2222,4594,153,30.026143790849673,33.0,2189,33,0.9851485148514851,1.0,0,0
25027606B3,152,2077,3627,152,23.861842105263158,27.0,2062,15,0.9927780452575831,1.0,0,0
25027636B2,344,4805,9620,344,27.96511627906977,31.0,4665,140,0.9708636836628513,1.0,0,0
25027718B2,237,3523,7538,237,31.80590717299578,36.0,3518,5,0.9985807550383197,1.0,0,0
25027723B4,248,3532,7311,248,29.47983870967742,33.0,3486,46,0.9869762174405436,1.0,0,0
25027770B,218,3071,6359,218,29.1697247706422,34.0,3046,25,0.9918593292087268,1.0,0,0
25028010B2,144,1946,3582,144,24.875,26.0,1878,68,0.9650565262076053,1.0,0,0
25028010B2a,132,1839,2427,132,18.386363636363637,19.0,1703,136,0.9260467645459489,1.0,0,0
25028010B3,239,3182,5269,239,22.04602510460251,24.0,3094,88,0.9723444374607165,1.0,0,0
25028014B4,167,2330,3793,167,22.7125748502994,25.0,2228,102,0.9562231759656652,1.0,0,0
25028014B5,177,2594,3585,177,20.25423728813559,22.0,2457,137,0.9471858134155744,1.0,0,0
25028014B6,81,1074,1205,81,14.876543209876543,16.0,1000,74,0.931098696461825,1.0,0,0
25028014B7,97,1311,1760,97,18.144329896907216,20.0,1240,71,0.9458428680396643,1.0,0,0
25028134B,290,4196,7403,290,25.52758620689655,30.0,4140,56,0.9866539561487131,1.0,0,0
25028147B3,138,1958,3263,138,23.644927536231883,26.0,1913,45,0.9770173646578141,1.0,0,0
25028151B2,178,2445,5109,178,28.702247191011235,32.0,2436,9,0.996319018404908,1.0,0,0
25028151B3,283,4005,6900,283,24.381625441696112,27.0,3937,68,0.9830212234706617,1.0,0,0
25028186B2,286,4181,8828,286,30.867132867132867,35.0,4160,21,0.9949772781631189,1.0,0,0
25028210B2,133,1784,3482,133,26.18045112781955,27.0,1751,33,0.9815022421524664,1.0,0,0
25028514B,128,1741,3456,128,27.0,29.0,1726,15,0.9913842619184376,1.0,0,0
25028520B3,151,2200,4626,151,30.635761589403973,36.0,2176,24,0.9890909090909091,1.0,0,0
25028738B2,212,3080,4442,212,20.952830188679247,24.0,2976,104,0.9662337662337662,1.0,0,0
25028862B2,189,2597,4260,189,22.53968253968254,25.0,2500,97,0.9626492106276473,1.0,0,0
25028868B2,120,1658,3467,120,28.891666666666666,33.0,1651,7,0.9957780458383595,1.0,0,0
25028879B3,283,4014,8489,283,29.996466431095406,36.0,3984,30,0.992526158445441,1.0,0,0
25028885B2,252,3730,7872,252,31.238095238095237,36.0,3720,10,0.9973190348525469,1.0,4,13
25029134B,267,3786,7968,267,29.84269662921348,34.0,3750,36,0.9904912836767037,1.0,0,0
25029179B,355,5002,8864,355,24.96901408450704,29.0,4947,55,0.9890043982407037,1.0,0,1
25029425B2,281,4198,7463,281,26.558718861209965,30.0,4155,43,0.9897570271557885,1.0,0,0
25029425B3,243,3572,5273,243,21.699588477366255,25.0,3492,80,0.9776035834266518,1.0,0,0
25029425B,361,5429,7670,361,21.246537396121884,24.0,5258,171,0.9685024866457911,1.0,0,0
