slide_id,scale,patch_count,padding_bucket,count,fraction
25022584B3,20x,1145,>50%,1,0.0008733624454148472
25022613B2,5x,115,<=5%,115,1.0
25022613B2,20x,1531,<=5%,1531,1.0
25023174B2,5x,120,<=5%,120,1.0
25023174B2,20x,1416,<=5%,1416,1.0
25023327B3,5x,38,<=5%,38,1.0
25023327B3,20x,510,<=5%,510,1.0
25023687B3,5x,88,<=5%,88,1.0
25023687B3,20x,1213,<=5%,1213,1.0
25023687B4,5x,64,<=5%,64,1.0
25023687B4,20x,882,<=5%,882,1.0
25023828B,5x,256,<=5%,255,0.99609375
25023828B,5x,256,>50%,1,0.00390625
25023828B,20x,3791,<=5%,3791,1.0
25023846B4,5x,211,<=5%,211,1.0
25023846B4,20x,3119,<=5%,3119,1.0
25023935B2,5x,130,<=5%,130,1.0
25023935B2,20x,1863,<=5%,1863,1.0
25023961B2,5x,49,<=5%,49,1.0
25023961B2,20x,622,<=5%,622,1.0
25023972B3,5x,267,<=5%,267,1.0
25023972B3,20x,3897,<=5%,3897,1.0
25024254B2,5x,135,<=5%,135,1.0
25024254B2,20x,1785,<=5%,1785,1.0
25024433B2,5x,177,<=5%,177,1.0
25024433B2,20x,2336,<=5%,2336,1.0
25024695B2,5x,124,<=5%,124,1.0
25024695B2,20x,1743,<=5%,1743,1.0
25024765B2,5x,375,<=5%,375,1.0
25024765B2,20x,5583,<=5%,5583,1.0
25024855B4,5x,157,<=5%,157,1.0
25024855B4,20x,1867,<=5%,1867,1.0
25024875B2,5x,76,<=5%,76,1.0
25024875B2,20x,1097,<=5%,1097,1.0
25024982B1,5x,173,<=5%,173,1.0
25024982B1,20x,2477,<=5%,2477,1.0
25025076B,5x,270,<=5%,270,1.0
25025076B,20x,3951,<=5%,3951,1.0
25025087B,5x,170,<=5%,170,1.0
25025087B,20x,2204,<=5%,2204,1.0
25025097B,5x,261,<=5%,261,1.0
25025097B,20x,3783,<=5%,3783,1.0
25025291B,5x,238,<=5%,236,0.9915966386554622
25025291B,5x,238,>50%,2,0.008403361344537815
25025291B,20x,3428,<=5%,3424,0.9988331388564761
25025291B,20x,3428,>50%,4,0.0011668611435239206
25025293B2,5x,203,<=5%,203,1.0
25025293B2,20x,2659,<=5%,2659,1.0
25025567B4,5x,105,<=5%,105,1.0
25025567B4,20x,1402,<=5%,1402,1.0
25025569B,5x,51,<=5%,51,1.0
25025569B,20x,628,<=5%,628,1.0
25025616B,5x,136,<=5%,136,1.0
25025616B,20x,1913,<=5%,1913,1.0
25025951B,5x,265,<=5%,265,1.0
25025951B,20x,3887,<=5%,3887,1.0
25025954B3,5x,40,<=5%,40,1.0
25025954B3,20x,435,<=5%,435,1.0
25025975B2,5x,154,<=5%,154,1.0
25025975B2,20x,2129,<=5%,2129,1.0
25026103B2,5x,213,<=5%,213,1.0
25026103B2,20x,3274,<=5%,3274,1.0
25026144B2,5x,282,<=5%,282,1.0
25026144B2,20x,4093,<=5%,4093,1.0
25026144B3,5x,252,<=5%,252,1.0
25026144B3,20x,3365,<=5%,3365,1.0
25026285B2,5x,368,<=5%,364,0.9891304347826086
25026285B2,5x,368,25-50%,4,0.010869565217391304
25026285B2,20x,5526,<=5%,5526,1.0
25026294B3,5x,416,<=5%,413,0.9927884615384616
25026294B3,5x,416,25-50%,3,0.007211538461538462
25026294B3,20x,5954,<=5%,5949,0.9991602284178703
25026294B3,20x,5954,25-50%,5,0.0008397715821296608
25026499B3,5x,296,<=5%,296,1.0
25026499B3,20x,4304,<=5%,4304,1.0
25026509B,5x,202,<=5%,202,1.0
25026509B,20x,2939,<=5%,2939,1.0
25026752B,5x,148,<=5%,148,1.0
25026752B,20x,2142,<=5%,2142,1.0
25026782B3,5x,205,<=5%,205,1.0
25026782B3,20x,2791,<=5%,2791,1.0
25026797B2,5x,76,<=5%,76,1.0
25026797B2,20x,1002,<=5%,998,0.9960079840319361
25026797B2,20x,1002,10-25%,4,0.003992015968063872
25027131B2,5x,315,<=5%,315,1.0
25027131B2,20x,4565,<=5%,4565,1.0
25027181B2,5x,135,<=5%,135,1.0
25027181B2,20x,1769,<=5%,1769,1.0
25027181B3,5x,185,<=5%,185,1.0
25027181B3,20x,2519,<=5%,2519,1.0
25027181B4,5x,406,<=5%,406,1.0
25027181B4,20x,6197,<=5%,6197,1.0
25027181B5,5x,316,<=5%,316,1.0
25027181B5,20x,4677,<=5%,4677,1.0
25027181B6,5x,145,<=5%,145,1.0
25027181B6,20x,2130,<=5%,2130,1.0
25027193B,5x,295,<=5%,295,1.0
25027193B,20x,4317,<=5%,4317,1.0
2490980B,5x,394,<=5%,394,1.0
2490980B,20x,5912,<=5%,5908,0.9993234100135318
2490980B,20x,5912,>50%,2,0.00033829499323410016
2490980B,20x,5912,10-25%,2,0.00033829499323410016
2491552B,5x,117,<=5%,112,0.9572649572649573
2491552B,5x,117,>50%,3,0.02564102564102564
2491552B,5x,117,25-50%,2,0.017094017094017096
2491552B,20x,1488,<=5%,1480,0.9946236559139785
2491552B,20x,1488,>50%,8,0.005376344086021506
2491579B,5x,269,<=5%,269,1.0
2491579B,20x,3882,<=5%,3882,1.0
25002379B2,5x,177,<=5%,177,1.0
25002379B2,20x,2523,<=5%,2523,1.0
25002510B2,5x,185,<=5%,185,1.0
25002510B2,20x,2072,<=5%,2063,0.9956563706563707
25002510B2,20x,2072,10-25%,9,0.004343629343629344
25009557B,5x,153,<=5%,153,1.0
25009557B,20x,2222,<=5%,2222,1.0
25027606B3,5x,152,<=5%,152,1.0
25027606B3,20x,2077,<=5%,2077,1.0
25027636B2,5x,344,<=5%,344,1.0
25027636B2,20x,4805,<=5%,4805,1.0
25027718B2,5x,237,<=5%,237,1.0
25027718B2,20x,3523,<=5%,3523,1.0
25027723B4,5x,248,<=5%,248,1.0
25027723B4,20x,3532,<=5%,3532,1.0
25027770B,5x,218,<=5%,218,1.0
25027770B,20x,3071,<=5%,3069,0.9993487463366981
25027770B,20x,3071,10-25%,2,0.0006512536633018561
25028010B2,5x,144,<=5%,144,1.0
25028010B2,20x,1946,<=5%,1946,1.0
25028010B2a,5x,132,<=5%,132,1.0
25028010B2a,20x,1839,<=5%,1839,1.0
25028010B3,5x,239,<=5%,239,1.0
25028010B3,20x,3182,<=5%,3182,1.0
25028014B4,5x,167,<=5%,167,1.0
25028014B4,20x,2330,<=5%,2330,1.0
25028014B5,5x,177,<=5%,177,1.0
25028014B5,20x,2594,<=5%,2594,1.0
25028014B6,5x,81,<=5%,81,1.0
25028014B6,20x,1074,<=5%,1074,1.0
25028014B7,5x,97,<=5%,97,1.0
25028014B7,20x,1311,<=5%,1304,0.9946605644546148
25028014B7,20x,1311,5-10%,7,0.005339435545385202
25028134B,5x,290,<=5%,290,1.0
25028134B,20x,4196,<=5%,4195,0.9997616777883699
25028134B,20x,4196,25-50%,1,0.00023832221163012392
25028147B3,5x,138,<=5%,138,1.0
25028147B3,20x,1958,<=5%,1958,1.0
25028151B2,5x,178,<=5%,177,0.9943820224719101
25028151B2,5x,178,10-25%,1,0.0056179775280898875
25028151B2,20x,2445,<=5%,2445,1.0
25028151B3,5x,283,<=5%,283,1.0
25028151B3,20x,4005,<=5%,4005,1.0
25028186B2,5x,286,<=5%,286,1.0
25028186B2,20x,4181,<=5%,4181,1.0
25028210B2,5x,133,<=5%,133,1.0
25028210B2,20x,1784,<=5%,1784,1.0
25028514B,5x,128,<=5%,128,1.0
25028514B,20x,1741,<=5%,1741,1.0
25028520B3,5x,151,<=5%,151,1.0
25028520B3,20x,2200,<=5%,2199,0.9995454545454545
25028520B3,20x,2200,10-25%,1,0.00045454545454545455
25028738B2,5x,212,<=5%,212,1.0
25028738B2,20x,3080,<=5%,3080,1.0
25028862B2,5x,189,<=5%,189,1.0
25028862B2,20x,2597,<=5%,2597,1.0
25028868B2,5x,120,<=5%,120,1.0
25028868B2,20x,1658,<=5%,1658,1.0
25028879B3,5x,283,<=5%,281,0.9929328621908127
25028879B3,5x,283,25-50%,2,0.007067137809187279
25028879B3,20x,4014,<=5%,4014,1.0
25028885B2,5x,252,<=5%,248,0.9841269841269841
25028885B2,5x,252,>50%,4,0.015873015873015872
25028885B2,20x,3730,<=5%,3717,0.996514745308311
25028885B2,20x,3730,>50%,13,0.003485254691689008
25029134B,5x,267,<=5%,267,1.0
25029134B,20x,3786,<=5%,3786,1.0
25029179B,5x,355,<=5%,355,1.0
25029179B,20x,5002,<=5%,4997,0.999000399840064
25029179B,20x,5002,10-25%,4,0.0007996801279488205
25029179B,20x,5002,>50%,1,0.00019992003198720512
25029425B2,5x,281,<=5%,281,1.0
25029425B2,20x,4198,<=5%,4198,1.0
25029425B3,5x,243,<=5%,243,1.0
25029425B3,20x,3572,<=5%,3572,1.0
25029425B,5x,361,<=5%,361,1.0
25029425B,20x,5429,<=5%,5429,1.0
25029560B2,5x,42,<=5%,42,1.0
25029560B2,20x,536,<=5%,536,1.0
25029565B5,5x,76,<=5%,76,1.0
25029565B5,20x,975,<=5%,975,1.0
25029737B2,5x,239,<=5%,239,1.0
25029737B2,20x,3259,<=5%,3259,1.0
25029906B2,5x,264,<=5%,264,1.0
25029906B2,20x,3730,<=5%,3730,1.0
25030118B2,5x,134,<=5%,134,1.0
25030118B2,20x,1723,<=5%,1723,1.0
25030157B3,5x,93,<=5%,93,1.0
25030157B3,20x,1256,<=5%,1256,1.0
25030157B4,5x,214,<=5%,214,1.0
25030157B4,20x,3100,<=5%,3094,0.9980645161290322
25030157B4,20x,3100,>50%,6,0.001935483870967742
25030334B2,5x,228,<=5%,228,1.0
25030334B2,20x,3202,<=5%,3198,0.9987507807620237
25030334B2,20x,3202,>50%,4,0.0012492192379762648
25030619B2,5x,255,<=5%,253,0.9921568627450981
25030619B2,5x,255,25-50%,1,0.00392156862745098
25030619B2,5x,255,10-25%,1,0.00392156862745098
25030619B2,20x,3387,<=5%,3387,1.0
25030630B,5x,305,<=5%,305,1.0
25030630B,20x,4265,<=5%,4265,1.0
25030750B2,5x,336,<=5%,336,1.0
25030750B2,20x,5104,<=5%,5104,1.0
25030988B4,5x,144,<=5%,144,1.0
25030988B4,20x,2083,<=5%,2083,1.0
25030998B2,5x,226,<=5%,226,1.0
25030998B2,20x,3001,<=5%,3001,1.0
25031267B2,5x,162,<=5%,162,1.0
25031267B2,20x,2345,<=5%,2345,1.0
25031271B2,5x,143,<=5%,143,1.0
25031271B2,20x,1888,<=5%,1880,0.9957627118644068
25031271B2,20x,1888,>50%,8,0.00423728813559322
25031281B2,5x,192,<=5%,192,1.0
25031281B2,20x,2839,<=5%,2839,1.0
25031302B,5x,245,<=5%,245,1.0
25031302B,20x,3539,<=5%,3539,1.0
25031385B4,5x,185,<=5%,185,1.0
25031385B4,20x,2588,<=5%,2588,1.0
25031387B2,5x,350,<=5%,350,1.0
25031387B2,20x,5205,<=5%,5205,1.0
25031411B3,5x,45,<=5%,45,1.0
25031411B3,20x,537,<=5%,537,1.0
25031706B,5x,144,<=5%,144,1.0
25031706B,20x,2044,<=5%,2044,1.0
25031706B2,5x,257,<=5%,257,1.0
25031706B2,20x,3393,<=5%,3393,1.0
25032143B2,5x,95,<=5%,95,1.0
25032143B2,20x,1315,<=5%,1315,1.0
25032143B3,5x,63,<=5%,63,1.0
25032143B3,20x,770,<=5%,770,1.0
25032146B2,5x,20,<=5%,20,1.0
25032146B2,20x,241,<=5%,241,1.0
25032179B3,5x,47,<=5%,47,1.0
25032179B3,20x,604,<=5%,604,1.0
25032245B2,5x,62,<=5%,62,1.0
25032245B2,20x,677,<=5%,677,1.0
25032360B2,5x,189,<=5%,189,1.0
25032360B2,20x,2665,<=5%,2665,1.0
25032626B2,5x,159,<=5%,159,1.0
25032626B2,20x,2265,<=5%,2265,1.0
25032788B4,5x,210,<=5%,210,1.0
25032788B4,20x,2883,<=5%,2883,1.0
25032789B2,5x,254,<=5%,254,1.0
25032789B2,20x,3767,<=5%,3767,1.0
25033169B1,5x,335,<=5%,335,1.0
25033169B1,20x,4928,<=5%,4928,1.0
25033178B4,5x,294,<=5%,294,1.0
25033178B4,20x,4126,<=5%,4126,1.0
25033211B,5x,217,<=5%,217,1.0
25033211B,20x,2931,<=5%,2931,1.0
25033447B4,5x,75,<=5%,75,1.0
25033447B4,20x,1054,<=5%,1054,1.0
25033482B2,5x,101,<=5%,101,1.0
25033482B2,20x,1345,<=5%,1345,1.0
25033486B,5x,281,<=5%,281,1.0
25033486B,20x,3983,<=5%,3983,1.0
25033894B2,5x,89,<=5%,89,1.0
25033894B2,20x,1110,<=5%,1110,1.0
25034245B2,5x,174,<=5%,174,1.0
25034245B2,20x,2513,<=5%,2510,0.9988062077198567
25034245B2,20x,2513,25-50%,3,0.001193792280143255
25034327B2,5x,336,<=5%,336,1.0
25034327B2,20x,5068,<=5%,5063,0.9990134175217048
25034327B2,20x,5068,>50%,5,0.0009865824782951855
25034929B2,5x,274,<=5%,274,1.0
25034929B2,20x,3840,<=5%,3840,1.0
25034940B9,5x,134,<=5%,134,1.0
25034940B9,20x,1891,<=5%,1891,1.0
25034940B8,5x,100,<=5%,100,1.0
25034940B8,20x,1391,<=5%,1391,1.0
25034940B10,5x,125,<=5%,125,1.0
25034940B10,20x,1689,<=5%,1689,1.0
25034940B11,5x,188,<=5%,188,1.0
25034940B11,20x,2700,<=5%,2700,1.0
25034940B12,5x,110,<=5%,110,1.0
25034940B12,20x,1455,<=5%,1455,1.0
25035354B,5x,268,<=5%,266,0.9925373134328358
25035354B,5x,268,5-10%,2,0.007462686567164179
25035354B,20x,3716,<=5%,3715,0.9997308934337998
25035354B,20x,3716,25-50%,1,0.00026910656620021526
25035354B2,5x,127,<=5%,127,1.0
25035354B2,20x,1653,<=5%,1653,1.0
25035354B3,5x,241,<=5%,241,1.0
25035354B3,20x,3318,<=5%,3318,1.0
25035882B3,5x,137,<=5%,137,1.0
25035882B3,20x,1905,<=5%,1905,1.0
25035882B4,5x,114,<=5%,114,1.0
25035882B4,20x,1431,<=5%,1431,1.0
25036226B4,5x,241,<=5%,241,1.0
25036226B4,20x,3409,<=5%,3409,1.0
25036333B3,5x,59,<=5%,59,1.0
25036333B3,20x,697,<=5%,697,1.0
25036340B1,5x,101,<=5%,101,1.0
25036340B1,20x,1318,<=5%,1318,1.0
25036341B,5x,77,<=5%,77,1.0
25036341B,20x,1072,<=5%,1072,1.0
25036634B2,5x,147,<=5%,147,1.0
25036634B2,20x,2063,<=5%,2063,1.0
25041732B,5x,253,<=5%,253,1.0
25041732B,20x,3838,<=5%,3838,1.0
25041763B,5x,337,<=5%,337,1.0
25041763B,20x,5032,<=5%,5032,1.0
25042220B2,5x,356,<=5%,356,1.0
25042220B2,20x,5216,<=5%,5216,1.0
25042465B3,5x,197,<=5%,197,1.0
25042465B3,20x,2919,<=5%,2919,1.0
25042830B2,5x,157,<=5%,157,1.0
25042830B2,20x,2308,<=5%,2308,1.0
25043126B2,5x,84,<=5%,84,1.0
25043126B2,20x,1222,<=5%,1222,1.0
25043600B3,5x,102,<=5%,102,1.0
25043600B3,20x,1399,<=5%,1399,1.0
25044694B,5x,290,<=5%,286,0.9862068965517241
25044694B,5x,290,10-25%,1,0.0034482758620689655
25044694B,5x,290,>50%,1,0.0034482758620689655
25044694B,5x,290,25-50%,2,0.006896551724137931
25044694B,20x,4237,<=5%,4234,0.999291951852726
25044694B,20x,4237,25-50%,3,0.0007080481472740147
25045403B,5x,74,<=5%,74,1.0
25045403B,20x,945,<=5%,945,1.0
25045403B-1,5x,83,<=5%,83,1.0
25045403B-1,20x,1115,<=5%,1115,1.0
25045403B2,5x,79,<=5%,79,1.0
25045403B2,20x,1088,<=5%,1088,1.0
25045450B2,5x,48,<=5%,48,1.0
25045450B2,20x,576,<=5%,576,1.0
25045450B5,5x,186,<=5%,185,0.9946236559139785
25045450B5,5x,186,>50%,1,0.005376344086021506
25045450B5,20x,2587,<=5%,2586,0.9996134518747584
25045450B5,20x,2587,>50%,1,0.00038654812524159255
25045625B3,5x,154,<=5%,154,1.0
25045625B3,20x,2225,<=5%,2225,1.0
25045625B1,5x,153,<=5%,153,1.0
25045625B1,20x,2202,<=5%,2202,1.0
25045625B2,5x,232,<=5%,232,1.0
25045625B2,20x,3377,<=5%,3360,0.9949659461060113
25045625B2,20x,3377,5-10%,9,0.0026650873556411016
25045625B2,20x,3377,10-25%,8,0.0023689665383476457
25045676B4,5x,245,<=5%,245,1.0
25045676B4,20x,3477,<=5%,3477,1.0
25045801B2,5x,136,<=5%,136,1.0
25045801B2,20x,1735,<=5%,1735,1.0
25045801B1,5x,109,<=5%,109,1.0
25045801B1,20x,1546,<=5%,1546,1.0
25045807B4,5x,50,<=5%,50,1.0
25045807B4,20x,598,<=5%,598,1.0
25045829B2,5x,298,<=5%,298,1.0
25045829B2,20x,4354,<=5%,4354,1.0
25045839B,5x,240,<=5%,240,1.0
25045839B,20x,3188,<=5%,3188,1.0
25046521B3,5x,162,<=5%,162,1.0
25046521B3,20x,2300,<=5%,2300,1.0
25046631B2,5x,240,<=5%,240,1.0
25046631B2,20x,3437,<=5%,3437,1.0
25046855B,5x,228,<=5%,226,0.9912280701754386
25046855B,5x,228,10-25%,2,0.008771929824561403
25046855B,20x,3144,<=5%,3135,0.9971374045801527
25046855B,20x,3144,>50%,9,0.0028625954198473282
25047066B,5x,194,<=5%,194,1.0
25047066B,20x,2568,<=5%,2568,1.0
25047067B2,5x,194,<=5%,194,1.0
25047067B2,20x,2784,<=5%,2784,1.0
25047077B2,5x,189,<=5%,188,0.9947089947089947
25047077B2,5x,189,25-50%,1,0.005291005291005291
25047077B2,20x,2735,<=5%,2734,0.9996343692870201
25047077B2,20x,2735,5-10%,1,0.00036563071297989033
25047088B,5x,81,<=5%,81,1.0
25047088B,20x,1126,<=5%,1126,1.0
25047401B2,5x,209,<=5%,209,1.0
25047401B2,20x,2996,<=5%,2991,0.9983311081441922
25047401B2,20x,2996,25-50%,5,0.0016688918558077437
25047538B2,5x,122,<=5%,122,1.0
25047538B2,20x,1719,<=5%,1719,1.0
25047815B,5x,203,<=5%,203,1.0
25047815B,20x,2890,<=5%,2890,1.0
25047835B3,5x,94,<=5%,94,1.0
25047835B3,20x,1239,<=5%,1239,1.0
25047844B2,5x,119,<=5%,119,1.0
25047844B2,20x,1542,<=5%,1542,1.0
25047972B2,5x,211,<=5%,211,1.0
25047972B2,20x,3038,<=5%,3038,1.0
25048256B2,5x,274,<=5%,273,0.9963503649635036
25048256B2,5x,274,10-25%,1,0.0036496350364963502
25048256B2,20x,3921,<=5%,3921,1.0
25048633B2,5x,191,<=5%,191,1.0
25048633B2,20x,2771,<=5%,2771,1.0
25048669B2,5x,347,<=5%,347,1.0
25048669B2,20x,4821,<=5%,4821,1.0
25049669B3,5x,287,<=5%,287,1.0
25049669B3,20x,4306,<=5%,4306,1.0
25049966B2,5x,132,<=5%,132,1.0
25049966B2,20x,1912,<=5%,1912,1.0
25049999B2,5x,201,<=5%,201,1.0
25049999B2,20x,2832,<=5%,2832,1.0
25050326B,5x,126,<=5%,126,1.0
25050326B,20x,1893,<=5%,1893,1.0
25050345B2,5x,220,<=5%,220,1.0
25050345B2,20x,3075,<=5%,3075,1.0
25050415B2,5x,314,<=5%,313,0.9968152866242038
25050415B2,5x,314,>50%,1,0.0031847133757961785
25050415B2,20x,4480,<=5%,4480,1.0
25050830B2,5x,166,<=5%,166,1.0
25050830B2,20x,2153,<=5%,2153,1.0
25050862B2,5x,282,<=5%,282,1.0
25050862B2,20x,4031,<=5%,4031,1.0
25050888B2,5x,108,<=5%,108,1.0
25050888B2,20x,1540,<=5%,1540,1.0
25050888B3,5x,81,<=5%,81,1.0
25050888B3,20x,1015,<=5%,1015,1.0
25050984B2,5x,243,<=5%,243,1.0
25050984B2,20x,3439,<=5%,3439,1.0
25051008B4,5x,153,<=5%,153,1.0
25051008B4,20x,1989,<=5%,1989,1.0
25051207B5,5x,140,<=5%,140,1.0
25051207B5,20x,1969,<=5%,1969,1.0
25052288B,5x,96,<=5%,96,1.0
25052288B,20x,1199,<=5%,1199,1.0
25052316B,5x,180,<=5%,180,1.0
25052316B,20x,2539,<=5%,2539,1.0
25052654B2,5x,69,<=5%,69,1.0
25052654B2,20x,939,<=5%,939,1.0
25053425B2,5x,117,<=5%,117,1.0
25053425B2,20x,1538,<=5%,1538,1.0
25053683B2,5x,232,<=5%,232,1.0
25053683B2,20x,3292,<=5%,3292,1.0
25054130B1,5x,215,<=5%,215,1.0
25054130B1,20x,3032,<=5%,3032,1.0
25054130B2,5x,71,<=5%,71,1.0
25054130B2,20x,975,<=5%,975,1.0
25054212B,5x,256,<=5%,256,1.0
25054212B,20x,3745,<=5%,3745,1.0
25054489B3,5x,220,<=5%,220,1.0
25054489B3,20x,3278,<=5%,3278,1.0
25054693B2,5x,269,<=5%,269,1.0
25054693B2,20x,3966,<=5%,3966,1.0
25055380B2,5x,319,<=5%,319,1.0
25055380B2,20x,4783,<=5%,4783,1.0
25055681B2,5x,139,<=5%,139,1.0
25055681B2,20x,1913,<=5%,1913,1.0
25055778B2,5x,345,<=5%,345,1.0
25055778B2,20x,4815,<=5%,4815,1.0
25055784B2,5x,254,<=5%,254,1.0
25055784B2,20x,3530,<=5%,3530,1.0
25055857B2,5x,258,<=5%,258,1.0
25055857B2,20x,3413,<=5%,3413,1.0
25057854B3,5x,102,<=5%,102,1.0
25057854B3,20x,1408,<=5%,1408,1.0
25057856B2,5x,229,<=5%,229,1.0
25057856B2,20x,3470,<=5%,3470,1.0
25057858B2,5x,212,<=5%,212,1.0
25057858B2,20x,2892,<=5%,2892,1.0
25057865B1,5x,310,<=5%,310,1.0
25057865B1,20x,4598,<=5%,4598,1.0
25058118B3,5x,96,<=5%,95,0.9895833333333334
25058118B3,5x,96,>50%,1,0.010416666666666666
25058118B3,20x,1259,<=5%,1253,0.9952343129467831
25058118B3,20x,1259,25-50%,2,0.0015885623510722795
25058118B3,20x,1259,>50%,4,0.003177124702144559
25058118B4,5x,275,<=5%,275,1.0
25058118B4,20x,3920,<=5%,3920,1.0
25058627B2,5x,209,<=5%,209,1.0
25058627B2,20x,2976,<=5%,2976,1.0
25058713B2,5x,187,<=5%,187,1.0
25058713B2,20x,2745,<=5%,2745,1.0
25058746B4,5x,182,<=5%,182,1.0
25058746B4,20x,2630,<=5%,2630,1.0
25059470B2,5x,144,<=5%,144,1.0
25059470B2,20x,2019,<=5%,2019,1.0
25059686B2,5x,291,<=5%,291,1.0
25059686B2,20x,4295,<=5%,4295,1.0
25060539B2,5x,295,<=5%,295,1.0
25060539B2,20x,4445,<=5%,4445,1.0
25061727B2,5x,282,<=5%,281,0.9964539007092199
25061727B2,5x,282,>50%,1,0.0035460992907801418
25061727B2,20x,4032,<=5%,4030,0.9995039682539683
25061727B2,20x,4032,>50%,2,0.000496031746031746
25062444B,5x,191,<=5%,191,1.0
25062444B,20x,2781,<=5%,2781,1.0
25062891B4,5x,55,<=5%,55,1.0
25062891B4,20x,714,<=5%,711,0.9957983193277311
25062891B4,20x,714,25-50%,2,0.0028011204481792717
25062891B4,20x,714,>50%,1,0.0014005602240896359
25063228B5,5x,101,<=5%,101,1.0
25063228B5,20x,1242,<=5%,1242,1.0
25063371B2,5x,237,<=5%,237,1.0
25063371B2,20x,3277,<=5%,3277,1.0
25063642B,5x,131,<=5%,131,1.0
25063642B,20x,1913,<=5%,1913,1.0
25063642B2,5x,35,<=5%,35,1.0
25063642B2,20x,464,<=5%,464,1.0
25063676B,5x,75,<=5%,75,1.0
25063676B,20x,1079,<=5%,1079,1.0
25063676B2,5x,184,<=5%,184,1.0
25063676B2,20x,2436,<=5%,2436,1.0
25063700B,5x,107,<=5%,107,1.0
25063700B,20x,1530,<=5%,1530,1.0
