slide_id,issue_type,severity,details
25055681B2,low_16_child_ratio_low,info,ratio=0.0144
25055778B2,low_16_child_ratio_low,info,ratio=0.0319
25055784B2,low_16_child_ratio_low,info,ratio=0.0197
25055857B2,low_16_child_ratio_low,info,ratio=0.0349
25057854B3,low_16_child_ratio_low,info,ratio=0.0294
25057856B2,low_16_child_ratio_low,info,ratio=0.0131
25057858B2,low_16_child_ratio_low,info,ratio=0.0189
25057865B1,low_16_child_ratio_low,info,ratio=0.0097
25058118B3,low_16_child_ratio_low,info,ratio=0.0729
25058118B4,low_16_child_ratio_low,info,ratio=0.0364
25058627B2,low_16_child_ratio_low,info,ratio=0.0239
25058713B2,low_16_child_ratio_low,info,ratio=0.0160
25058746B4,low_16_child_ratio_low,info,ratio=0.0055
25059470B2,low_16_child_ratio_low,info,ratio=0.0208
25059686B2,low_16_child_ratio_low,info,ratio=0.0172
25060539B2,low_16_child_ratio_low,info,ratio=0.0068
25061727B2,low_16_child_ratio_low,info,ratio=0.0106
25062444B,low_16_child_ratio_low,info,ratio=0.0052
25062891B4,low_16_child_ratio_low,info,ratio=0.0545
25062891B4,high_parent_coverage_low,warning,ratio=0.8754
25063228B5,low_16_child_ratio_low,info,ratio=0.0198
25063371B2,low_16_child_ratio_low,info,ratio=0.0464
25063642B,low_16_child_ratio_low,info,ratio=0.0076
25063642B2,low_16_child_ratio_low,info,ratio=0.0286
25063676B,low_16_child_ratio_low,info,ratio=0.0000
25063676B2,low_16_child_ratio_low,info,ratio=0.0109
25063700B,low_16_child_ratio_low,info,ratio=0.0000
